language	translation_id	chapter	pca_x	pca_y	mode
eng	jb-phillips-new-testament	MAT 17	-0.06073222614183586	0.0682027999180088	Dynamic
eng	jb-phillips-new-testament	MAT 18	-0.010204130192754915	0.04858937731982237	Dynamic
eng	jb-phillips-new-testament	MAT 19	-0.028721424046003106	0.0746419493607735	Dynamic
eng	jb-phillips-new-testament	MAT 2	-0.018807834281400412	0.053463924702693455	Dynamic
eng	jb-phillips-new-testament	MAT 20	-0.026090421322261657	0.07407137267590844	Dynamic
eng	jb-phillips-new-testament	MAT 21	-0.050395522677644536	0.03547419434530796	Dynamic
eng	jb-phillips-new-testament	MAT 22	-0.023196761518219866	0.03993633888936899	Dynamic
eng	jb-phillips-new-testament	MAT 23	-0.043299630287373166	0.05096565480644464	Dynamic
eng	jb-phillips-new-testament	MAT 24	-0.05628703782508465	0.025069447981921174	Dynamic
eng	jb-phillips-new-testament	MAT 25	-0.024986306479594607	0.04298540478825928	Dynamic
eng	jb-phillips-new-testament	MAT 26	-0.02603922440626267	0.0331159993977214	Dynamic
eng	jb-phillips-new-testament	MAT 27	-0.04340065562061439	0.034180586728933475	Dynamic
eng	jb-phillips-new-testament	MAT 28	-0.04296969887575289	0.04791630953460175	Dynamic
eng	jb-phillips-new-testament	MAT 3	-0.0736585978064532	0.083535982450579	Dynamic
eng	jb-phillips-new-testament	MAT 4	-0.059353822617128675	0.045901727836231136	Dynamic
eng	jb-phillips-new-testament	MAT 5	-0.014552049568291543	0.05116120048667544	Dynamic
eng	jb-phillips-new-testament	MAT 6	-0.026948216399773545	0.06470960945090265	Dynamic
eng	jb-phillips-new-testament	MAT 7	-0.03601768802003208	0.06349372772885382	Dynamic
eng	jb-phillips-new-testament	MAT 8	-0.036406369567602785	0.038156285214905925	Dynamic
eng	jb-phillips-new-testament	MAT 9	-0.05010070798322945	0.07209501424684268	Dynamic
eng	jb-phillips-new-testament	MRK 1	-0.04129976107337142	0.06296164907678015	Dynamic
eng	jb-phillips-new-testament	MRK 10	-0.04617696972612934	0.04951386930023252	Dynamic
eng	jb-phillips-new-testament	MRK 11	-0.03556743149123979	0.028309062822723354	Dynamic
eng	jb-phillips-new-testament	MRK 12	-0.043410367085681065	0.044782993563306374	Dynamic
eng	jb-phillips-new-testament	MRK 13	-0.04461830826079407	0.03773843808213374	Dynamic
